Color by field,Color by swap,Country,Region,Sector,Top country,Units,Year,Capacity (MW),Capacity GW & Generation TWh,Capacity MW & Generation GWh,Generation (GWh),Number of Records,Report year
Coal,Sector,Singapore,Asia-Pacific,Coal,Other countries,GWh,2021,,0,0,0,1,2022
Hydroelectric,Sector,Singapore,Asia-Pacific,Hydroelectric,Other countries,GWh,2021,,0,0,0,1,2022
Natural Gas,Sector,Singapore,Asia-Pacific,Natural Gas,Other countries,GWh,2021,,54.26344391,54263.4439,54263.4439,1,2022
Nuclear,Sector,Singapore,Asia-Pacific,Nuclear,Other countries,GWh,2021,,0,0,0,1,2022
Oil,Sector,Singapore,Asia-Pacific,Oil,Other countries,GWh,2021,,0.0318885,31.8885,31.8885,1,2022
Hydroelectric,Sector,Singapore,Asia-Pacific,Hydroelectric,Other countries,GWh,2021,,0,0,0,1,2022
Solar,Sector,Singapore,Asia-Pacific,Solar,Other countries,GWh,2021,,0.396794679,396.7946795,396.7946795,1,2022
Wind,Sector,Singapore,Asia-Pacific,Wind,Other countries,GWh,2021,,0,0,0,1,2022
Biomass,Sector,Singapore,Asia-Pacific,Biomass,Other countries,MW,2021,256.8,0.2568,256.8,,1,2022
Coal,Sector,Singapore,Asia-Pacific,Coal,Other countries,MW,2021,0,0,0,,1,2022
Hydroelectric,Sector,Singapore,Asia-Pacific,Hydroelectric,Other countries,MW,2021,0,0,0,,1,2022
Natural Gas,Sector,Singapore,Asia-Pacific,Natural Gas,Other countries,MW,2021,10671.41,10.67141,10671.41,,1,2022
Nuclear,Sector,Singapore,Asia-Pacific,Nuclear,Other countries,MW,2021,0,0,0,,1,2022
Oil,Sector,Singapore,Asia-Pacific,Oil,Other countries,MW,2021,763.6,0.7636,763.6,,1,2022
Hydroelectric,Sector,Singapore,Asia-Pacific,Hydroelectric,Other countries,MW,2021,0,0,0,,1,2022
Solar,Sector,Singapore,Asia-Pacific,Solar,Other countries,MW,2021,571,0.571,571,,1,2022
Wind,Sector,Singapore,Asia-Pacific,Wind,Other countries,MW,2021,0,0,0,,1,2022
Biomass,Sector,Sri Lanka,Asia-Pacific,Biomass,Other countries,GWh,2010,,0.024,24,24,1,2011
Coal,Sector,Sri Lanka,Asia-Pacific,Coal,Other countries,GWh,2010,,0,0,0,1,2011
Hydroelectric,Sector,Sri Lanka,Asia-Pacific,Hydroelectric,Other countries,GWh,2010,,4.988,4988,4988,1,2011
Natural Gas,Sector,Sri Lanka,Asia-Pacific,Natural Gas,Other countries,GWh,2010,,0,0,0,1,2011
Nuclear,Sector,Sri Lanka,Asia-Pacific,Nuclear,Other countries,GWh,2010,,0,0,0,1,2011
Oil,Sector,Sri Lanka,Asia-Pacific,Oil,Other countries,GWh,2010,,4.995,4995,4995,1,2011
Hydroelectric,Sector,Sri Lanka,Asia-Pacific,Hydroelectric,Other countries,GWh,2010,,0.646,646,646,1,2011
Solar,Sector,Sri Lanka,Asia-Pacific,Solar,Other countries,GWh,2010,,0,0,0,1,2011
Wind,Sector,Sri Lanka,Asia-Pacific,Wind,Other countries,GWh,2010,,0.062,62,62,1,2011
Biomass,Sector,Sri Lanka,Asia-Pacific,Biomass,Other countries,MW,2010,12,0.012,12,,1,2011
Coal,Sector,Sri Lanka,Asia-Pacific,Coal,Other countries,MW,2010,0,0,0,,1,2011
Hydroelectric,Sector,Sri Lanka,Asia-Pacific,Hydroelectric,Other countries,MW,2010,1207,1.207,1207,,1,2011
Natural Gas,Sector,Sri Lanka,Asia-Pacific,Natural Gas,Other countries,MW,2010,0,0,0,,1,2011
Nuclear,Sector,Sri Lanka,Asia-Pacific,Nuclear,Other countries,MW,2010,0,0,0,,1,2011
Oil,Sector,Sri Lanka,Asia-Pacific,Oil,Other countries,MW,2010,1390,1.39,1390,,1,2011
Hydroelectric,Sector,Sri Lanka,Asia-Pacific,Hydroelectric,Other countries,MW,2010,175,0.175,175,,1,2011
Solar,Sector,Sri Lanka,Asia-Pacific,Solar,Other countries,MW,2010,0,0,0,,1,2011
Wind,Sector,Sri Lanka,Asia-Pacific,Wind,Other countries,MW,2010,33,0.033,33,,1,2011
Biomass,Sector,Sri Lanka,Asia-Pacific,Biomass,Other countries,GWh,2011,,0.024,24,24,1,2012
Coal,Sector,Sri Lanka,Asia-Pacific,Coal,Other countries,GWh,2011,,1.038,1038,1038,1,2012
Hydroelectric,Sector,Sri Lanka,Asia-Pacific,Hydroelectric,Other countries,GWh,2011,,4.018,4018,4018,1,2012
Natural Gas,Sector,Sri Lanka,Asia-Pacific,Natural Gas,Other countries,GWh,2011,,0,0,0,1,2012
Nuclear,Sector,Sri Lanka,Asia-Pacific,Nuclear,Other countries,GWh,2011,,0,0,0,1,2012
Oil,Sector,Sri Lanka,Asia-Pacific,Oil,Other countries,GWh,2011,,5.747,5747,5747,1,2012
Hydroelectric,Sector,Sri Lanka,Asia-Pacific,Hydroelectric,Other countries,GWh,2011,,0.601,601,601,1,2012
Solar,Sector,Sri Lanka,Asia-Pacific,Solar,Other countries,GWh,2011,,0.0009,0.9,0.9,1,2012
Wind,Sector,Sri Lanka,Asia-Pacific,Wind,Other countries,GWh,2011,,0.0991,99.1,99.1,1,2012
Biomass,Sector,Sri Lanka,Asia-Pacific,Biomass,Other countries,MW,2011,12,0.012,12,,1,2012
Coal,Sector,Sri Lanka,Asia-Pacific,Coal,Other countries,MW,2011,300,0.3,300,,1,2012
Hydroelectric,Sector,Sri Lanka,Asia-Pacific,Hydroelectric,Other countries,MW,2011,1207,1.207,1207,,1,2012
Natural Gas,Sector,Sri Lanka,Asia-Pacific,Natural Gas,Other countries,MW,2011,0,0,0,,1,2012
Nuclear,Sector,Sri Lanka,Asia-Pacific,Nuclear,Other countries,MW,2011,0,0,0,,1,2012
Oil,Sector,Sri Lanka,Asia-Pacific,Oil,Other countries,MW,2011,1396,1.396,1396,,1,2012
Hydroelectric,Sector,Sri Lanka,Asia-Pacific,Hydroelectric,Other countries,MW,2011,194,0.194,194,,1,2012
Solar,Sector,Sri Lanka,Asia-Pacific,Solar,Other countries,MW,2011,1,0.001,1,,1,2012
Wind,Sector,Sri Lanka,Asia-Pacific,Wind,Other countries,MW,2011,43,0.043,43,,1,2012
Biomass,Sector,Sri Lanka,Asia-Pacific,Biomass,Other countries,GWh,2012,,0.024,24,24,1,2013
Coal,Sector,Sri Lanka,Asia-Pacific,Coal,Other countries,GWh,2012,,1.404,1404,1404,1,2013
Hydroelectric,Sector,Sri Lanka,Asia-Pacific,Hydroelectric,Other countries,GWh,2012,,2.727,2727,2727,1,2013
Natural Gas,Sector,Sri Lanka,Asia-Pacific,Natural Gas,Other countries,GWh,2012,,0,0,0,1,2013
Nuclear,Sector,Sri Lanka,Asia-Pacific,Nuclear,Other countries,GWh,2012,,0,0,0,1,2013
Oil,Sector,Sri Lanka,Asia-Pacific,Oil,Other countries,GWh,2012,,6.935,6935,6935,1,2013
Hydroelectric,Sector,Sri Lanka,Asia-Pacific,Hydroelectric,Other countries,GWh,2012,,0.565,565,565,1,2013
Solar,Sector,Sri Lanka,Asia-Pacific,Solar,Other countries,GWh,2012,,0.0009,0.9,0.9,1,2013
Wind,Sector,Sri Lanka,Asia-Pacific,Wind,Other countries,GWh,2012,,0.1451,145.1,145.1,1,2013
Biomass,Sector,Sri Lanka,Asia-Pacific,Biomass,Other countries,MW,2012,12,0.012,12,,1,2013
Coal,Sector,Sri Lanka,Asia-Pacific,Coal,Other countries,MW,2012,300,0.3,300,,1,2013
Hydroelectric,Sector,Sri Lanka,Asia-Pacific,Hydroelectric,Other countries,MW,2012,1357,1.357,1357,,1,2013
Natural Gas,Sector,Sri Lanka,Asia-Pacific,Natural Gas,Other countries,MW,2012,0,0,0,,1,2013
Nuclear,Sector,Sri Lanka,Asia-Pacific,Nuclear,Other countries,MW,2012,0,0,0,,1,2013
Oil,Sector,Sri Lanka,Asia-Pacific,Oil,Other countries,MW,2012,1338,1.338,1338,,1,2013
Hydroelectric,Sector,Sri Lanka,Asia-Pacific,Hydroelectric,Other countries,MW,2012,227,0.227,227,,1,2013
Solar,Sector,Sri Lanka,Asia-Pacific,Solar,Other countries,MW,2012,3,0.003,3,,1,2013
Wind,Sector,Sri Lanka,Asia-Pacific,Wind,Other countries,MW,2012,92,0.092,92,,1,2013
Biomass,Sector,Sri Lanka,Asia-Pacific,Biomass,Other countries,GWh,2013,,0.0248,24.8,24.8,1,2014
Coal,Sector,Sri Lanka,Asia-Pacific,Coal,Other countries,GWh,2013,,1.469,1469,1469,1,2014
Hydroelectric,Sector,Sri Lanka,Asia-Pacific,Hydroelectric,Other countries,GWh,2013,,5.99,5990,5990,1,2014
Natural Gas,Sector,Sri Lanka,Asia-Pacific,Natural Gas,Other countries,GWh,2013,,0,0,0,1,2014
Nuclear,Sector,Sri Lanka,Asia-Pacific,Nuclear,Other countries,GWh,2013,,0,0,0,1,2014
Oil,Sector,Sri Lanka,Asia-Pacific,Oil,Other countries,GWh,2013,,3.26,3260,3260,1,2014
Hydroelectric,Sector,Sri Lanka,Asia-Pacific,Hydroelectric,Other countries,GWh,2013,,0.916,916,916,1,2014
Solar,Sector,Sri Lanka,Asia-Pacific,Solar,Other countries,GWh,2013,,0.0009,0.9,0.9,1,2014
Wind,Sector,Sri Lanka,Asia-Pacific,Wind,Other countries,GWh,2013,,0.2343,234.3,234.3,1,2014
Biomass,Sector,Sri Lanka,Asia-Pacific,Biomass,Other countries,MW,2013,13.5,0.0135,13.5,,1,2014
Coal,Sector,Sri Lanka,Asia-Pacific,Coal,Other countries,MW,2013,300,0.3,300,,1,2014
Hydroelectric,Sector,Sri Lanka,Asia-Pacific,Hydroelectric,Other countries,MW,2013,1361,1.361,1361,,1,2014
Natural Gas,Sector,Sri Lanka,Asia-Pacific,Natural Gas,Other countries,MW,2013,0,0,0,,1,2014
Nuclear,Sector,Sri Lanka,Asia-Pacific,Nuclear,Other countries,MW,2013,0,0,0,,1,2014
Oil,Sector,Sri Lanka,Asia-Pacific,Oil,Other countries,MW,2013,1335,1.335,1335,,1,2014
Hydroelectric,Sector,Sri Lanka,Asia-Pacific,Hydroelectric,Other countries,MW,2013,264,0.264,264,,1,2014
Solar,Sector,Sri Lanka,Asia-Pacific,Solar,Other countries,MW,2013,3,0.003,3,,1,2014
Wind,Sector,Sri Lanka,Asia-Pacific,Wind,Other countries,MW,2013,92,0.092,92,,1,2014
Biomass,Sector,Sri Lanka,Asia-Pacific,Biomass,Other countries,GWh,2014,,0.04,40,40,1,2015
Coal,Sector,Sri Lanka,Asia-Pacific,Coal,Other countries,GWh,2014,,3.202,3202,3202,1,2015
Hydroelectric,Sector,Sri Lanka,Asia-Pacific,Hydroelectric,Other countries,GWh,2014,,3.632,3632,3632,1,2015
Natural Gas,Sector,Sri Lanka,Asia-Pacific,Natural Gas,Other countries,GWh,2014,,0,0,0,1,2015
Nuclear,Sector,Sri Lanka,Asia-Pacific,Nuclear,Other countries,GWh,2014,,0,0,0,1,2015
Oil,Sector,Sri Lanka,Asia-Pacific,Oil,Other countries,GWh,2014,,4.306,4306,4306,1,2015
Hydroelectric,Sector,Sri Lanka,Asia-Pacific,Hydroelectric,Other countries,GWh,2014,,0.902,902,902,1,2015
Solar,Sector,Sri Lanka,Asia-Pacific,Solar,Other countries,GWh,2014,,0.0195,19.5,19.5,1,2015
Wind,Sector,Sri Lanka,Asia-Pacific,Wind,Other countries,GWh,2014,,0.2721,272.1,272.1,1,2015
Biomass,Sector,Sri Lanka,Asia-Pacific,Biomass,Other countries,MW,2014,20,0.02,20,,1,2015
Coal,Sector,Sri Lanka,Asia-Pacific,Coal,Other countries,MW,2014,900,0.9,900,,1,2015
Hydroelectric,Sector,Sri Lanka,Asia-Pacific,Hydroelectric,Other countries,MW,2014,1377,1.377,1377,,1,2015
Natural Gas,Sector,Sri Lanka,Asia-Pacific,Natural Gas,Other countries,MW,2014,0,0,0,,1,2015
Nuclear,Sector,Sri Lanka,Asia-Pacific,Nuclear,Other countries,MW,2014,0,0,0,,1,2015
Oil,Sector,Sri Lanka,Asia-Pacific,Oil,Other countries,MW,2014,1215,1.215,1215,,1,2015
Hydroelectric,Sector,Sri Lanka,Asia-Pacific,Hydroelectric,Other countries,MW,2014,288,0.288,288,,1,2015
Solar,Sector,Sri Lanka,Asia-Pacific,Solar,Other countries,MW,2014,3,0.003,3,,1,2015
Wind,Sector,Sri Lanka,Asia-Pacific,Wind,Other countries,MW,2014,133,0.133,133,,1,2015
Biomass,Sector,Sri Lanka,Asia-Pacific,Biomass,Other countries,GWh,2015,,0.057,57,57,1,2016
Coal,Sector,Sri Lanka,Asia-Pacific,Coal,Other countries,GWh,2015,,4.443,4443,4443,1,2016
Hydroelectric,Sector,Sri Lanka,Asia-Pacific,Hydroelectric,Other countries,GWh,2015,,4.904,4904,4904,1,2016
Natural Gas,Sector,Sri Lanka,Asia-Pacific,Natural Gas,Other countries,GWh,2015,,0,0,0,1,2016
Nuclear,Sector,Sri Lanka,Asia-Pacific,Nuclear,Other countries,GWh,2015,,0,0,0,1,2016
Oil,Sector,Sri Lanka,Asia-Pacific,Oil,Other countries,GWh,2015,,2.275,2275,2275,1,2016
Hydroelectric,Sector,Sri Lanka,Asia-Pacific,Hydroelectric,Other countries,GWh,2015,,1.064,1064,1064,1,2016
Solar,Sector,Sri Lanka,Asia-Pacific,Solar,Other countries,GWh,2015,,0.0397,39.7,39.7,1,2016
Wind,Sector,Sri Lanka,Asia-Pacific,Wind,Other countries,GWh,2015,,0.3431,343.1,343.1,1,2016
Biomass,Sector,Sri Lanka,Asia-Pacific,Biomass,Other countries,MW,2015,20.1,0.0201,20.1,,1,2016
Coal,Sector,Sri Lanka,Asia-Pacific,Coal,Other countries,MW,2015,900,0.9,900,,1,2016
Hydroelectric,Sector,Sri Lanka,Asia-Pacific,Hydroelectric,Other countries,MW,2015,1377,1.377,1377,,1,2016
Natural Gas,Sector,Sri Lanka,Asia-Pacific,Natural Gas,Other countries,MW,2015,0,0,0,,1,2016
Nuclear,Sector,Sri Lanka,Asia-Pacific,Nuclear,Other countries,MW,2015,0,0,0,,1,2016
Oil,Sector,Sri Lanka,Asia-Pacific,Oil,Other countries,MW,2015,1115,1.115,1115,,1,2016
Hydroelectric,Sector,Sri Lanka,Asia-Pacific,Hydroelectric,Other countries,MW,2015,307,0.307,307,,1,2016
Solar,Sector,Sri Lanka,Asia-Pacific,Solar,Other countries,MW,2015,3,0.003,3,,1,2016
Wind,Sector,Sri Lanka,Asia-Pacific,Wind,Other countries,MW,2015,133,0.133,133,,1,2016
Biomass,Sector,Sri Lanka,Asia-Pacific,Biomass,Other countries,GWh,2016,,0.071956,71.956,71.956,1,2017
Coal,Sector,Sri Lanka,Asia-Pacific,Coal,Other countries,GWh,2016,,5.066885,5066.885,5066.885,1,2017
Hydroelectric,Sector,Sri Lanka,Asia-Pacific,Hydroelectric,Other countries,GWh,2016,,3.481,3481,3481,1,2017
Natural Gas,Sector,Sri Lanka,Asia-Pacific,Natural Gas,Other countries,GWh,2016,,0,0,0,1,2017
Nuclear,Sector,Sri Lanka,Asia-Pacific,Nuclear,Other countries,GWh,2016,,0,0,0,1,2017
Oil,Sector,Sri Lanka,Asia-Pacific,Oil,Other countries,GWh,2016,,4.461,4461,4461,1,2017
Hydroelectric,Sector,Sri Lanka,Asia-Pacific,Hydroelectric,Other countries,GWh,2016,,0.739,739,739,1,2017
Solar,Sector,Sri Lanka,Asia-Pacific,Solar,Other countries,GWh,2016,,0.004291,4.291,4.291,1,2017
Wind,Sector,Sri Lanka,Asia-Pacific,Wind,Other countries,GWh,2016,,0.3451,345.1,345.1,1,2017
Biomass,Sector,Sri Lanka,Asia-Pacific,Biomass,Other countries,MW,2016,24.1,0.0241,24.1,,1,2017
Coal,Sector,Sri Lanka,Asia-Pacific,Coal,Other countries,MW,2016,900,0.9,900,,1,2017
Hydroelectric,Sector,Sri Lanka,Asia-Pacific,Hydroelectric,Other countries,MW,2016,1384,1.384,1384,,1,2017
Natural Gas,Sector,Sri Lanka,Asia-Pacific,Natural Gas,Other countries,MW,2016,0,0,0,,1,2017
Nuclear,Sector,Sri Lanka,Asia-Pacific,Nuclear,Other countries,MW,2016,0,0,0,,1,2017
Oil,Sector,Sri Lanka,Asia-Pacific,Oil,Other countries,MW,2016,1215,1.215,1215,,1,2017
Hydroelectric,Sector,Sri Lanka,Asia-Pacific,Hydroelectric,Other countries,MW,2016,342,0.342,342,,1,2017
Solar,Sector,Sri Lanka,Asia-Pacific,Solar,Other countries,MW,2016,52,0.052,52,,1,2017
Wind,Sector,Sri Lanka,Asia-Pacific,Wind,Other countries,MW,2016,133,0.133,133,,1,2017
Biomass,Sector,Sri Lanka,Asia-Pacific,Biomass,Other countries,GWh,2017,,0.066976,66.976,66.976,1,2018
Coal,Sector,Sri Lanka,Asia-Pacific,Coal,Other countries,GWh,2017,,5.120635,5120.635,5120.635,1,2018
Hydroelectric,Sector,Sri Lanka,Asia-Pacific,Hydroelectric,Other countries,GWh,2017,,3.059,3059,3059,1,2018
Natural Gas,Sector,Sri Lanka,Asia-Pacific,Natural Gas,Other countries,GWh,2017,,0,0,0,1,2018
Nuclear,Sector,Sri Lanka,Asia-Pacific,Nuclear,Other countries,GWh,2017,,0,0,0,1,2018
Oil,Sector,Sri Lanka,Asia-Pacific,Oil,Other countries,GWh,2017,,5.045,5045,5045,1,2018
Hydroelectric,Sector,Sri Lanka,Asia-Pacific,Hydroelectric,Other countries,GWh,2017,,0.94545,945.45,945.45,1,2018
Solar,Sector,Sri Lanka,Asia-Pacific,Solar,Other countries,GWh,2017,,0.085165,85.165,85.165,1,2018
Wind,Sector,Sri Lanka,Asia-Pacific,Wind,Other countries,GWh,2017,,0.3672,367.2,367.2,1,2018
Biomass,Sector,Sri Lanka,Asia-Pacific,Biomass,Other countries,MW,2017,26.1,0.0261,26.1,,1,2018
Coal,Sector,Sri Lanka,Asia-Pacific,Coal,Other countries,MW,2017,900,0.9,900,,1,2018
Hydroelectric,Sector,Sri Lanka,Asia-Pacific,Hydroelectric,Other countries,MW,2017,1399,1.399,1399,,1,2018
Natural Gas,Sector,Sri Lanka,Asia-Pacific,Natural Gas,Other countries,MW,2017,0,0,0,,1,2018
Nuclear,Sector,Sri Lanka,Asia-Pacific,Nuclear,Other countries,MW,2017,0,0,0,,1,2018
Oil,Sector,Sri Lanka,Asia-Pacific,Oil,Other countries,MW,2017,1293,1.293,1293,,1,2018
Hydroelectric,Sector,Sri Lanka,Asia-Pacific,Hydroelectric,Other countries,MW,2017,354,0.354,354,,1,2018
Solar,Sector,Sri Lanka,Asia-Pacific,Solar,Other countries,MW,2017,113,0.113,113,,1,2018
Wind,Sector,Sri Lanka,Asia-Pacific,Wind,Other countries,MW,2017,133,0.133,133,,1,2018
Biomass,Sector,Sri Lanka,Asia-Pacific,Biomass,Other countries,GWh,2018,,0.087127,87.127,87.127,1,2019
Coal,Sector,Sri Lanka,Asia-Pacific,Coal,Other countries,GWh,2018,,5.299322,5299.322,5299.322,1,2019
Hydroelectric,Sector,Sri Lanka,Asia-Pacific,Hydroelectric,Other countries,GWh,2018,,5.149,5149,5149,1,2019
Natural Gas,Sector,Sri Lanka,Asia-Pacific,Natural Gas,Other countries,GWh,2018,,0,0,0,1,2019
Nuclear,Sector,Sri Lanka,Asia-Pacific,Nuclear,Other countries,GWh,2018,,0,0,0,1,2019
Oil,Sector,Sri Lanka,Asia-Pacific,Oil,Other countries,GWh,2018,,3.629,3629,3629,1,2019
Hydroelectric,Sector,Sri Lanka,Asia-Pacific,Hydroelectric,Other countries,GWh,2018,,1.232,1232,1232,1,2019
Solar,Sector,Sri Lanka,Asia-Pacific,Solar,Other countries,GWh,2018,,0.098197,98.197,98.197,1,2019
Wind,Sector,Sri Lanka,Asia-Pacific,Wind,Other countries,GWh,2018,,0.3263,326.3,326.3,1,2019
Biomass,Sector,Sri Lanka,Asia-Pacific,Biomass,Other countries,MW,2018,37.09,0.03709,37.09,,1,2019
Coal,Sector,Sri Lanka,Asia-Pacific,Coal,Other countries,MW,2018,900,0.9,900,,1,2019
Hydroelectric,Sector,Sri Lanka,Asia-Pacific,Hydroelectric,Other countries,MW,2018,1399,1.399,1399,,1,2019
Natural Gas,Sector,Sri Lanka,Asia-Pacific,Natural Gas,Other countries,MW,2018,0,0,0,,1,2019
Nuclear,Sector,Sri Lanka,Asia-Pacific,Nuclear,Other countries,MW,2018,0,0,0,,1,2019
Oil,Sector,Sri Lanka,Asia-Pacific,Oil,Other countries,MW,2018,1137,1.137,1137,,1,2019
Hydroelectric,Sector,Sri Lanka,Asia-Pacific,Hydroelectric,Other countries,MW,2018,394,0.394,394,,1,2019
Solar,Sector,Sri Lanka,Asia-Pacific,Solar,Other countries,MW,2018,194,0.194,194,,1,2019
Wind,Sector,Sri Lanka,Asia-Pacific,Wind,Other countries,MW,2018,133,0.133,133,,1,2019
Biomass,Sector,Sri Lanka,Asia-Pacific,Biomass,Other countries,GWh,2019,,0.11753,117.53,117.53,1,2020
Coal,Sector,Sri Lanka,Asia-Pacific,Coal,Other countries,GWh,2019,,5.916897,5916.897,5916.897,1,2020
Hydroelectric,Sector,Sri Lanka,Asia-Pacific,Hydroelectric,Other countries,GWh,2019,,3.783,3783,3783,1,2020
Natural Gas,Sector,Sri Lanka,Asia-Pacific,Natural Gas,Other countries,GWh,2019,,0,0,0,1,2020
Nuclear,Sector,Sri Lanka,Asia-Pacific,Nuclear,Other countries,GWh,2019,,0,0,0,1,2020
Oil,Sector,Sri Lanka,Asia-Pacific,Oil,Other countries,GWh,2019,,5.016,5016,5016,1,2020
Hydroelectric,Sector,Sri Lanka,Asia-Pacific,Hydroelectric,Other countries,GWh,2019,,1.011,1011,1011,1,2020
Solar,Sector,Sri Lanka,Asia-Pacific,Solar,Other countries,GWh,2019,,0.102615,102.615,102.615,1,2020
Wind,Sector,Sri Lanka,Asia-Pacific,Wind,Other countries,GWh,2019,,0.348,348,348,1,2020
Biomass,Sector,Sri Lanka,Asia-Pacific,Biomass,Other countries,MW,2019,40.09,0.04009,40.09,,1,2020
Coal,Sector,Sri Lanka,Asia-Pacific,Coal,Other countries,MW,2019,900,0.9,900,,1,2020
Hydroelectric,Sector,Sri Lanka,Asia-Pacific,Hydroelectric,Other countries,MW,2019,1399,1.399,1399,,1,2020
Natural Gas,Sector,Sri Lanka,Asia-Pacific,Natural Gas,Other countries,MW,2019,0,0,0,,1,2020
Nuclear,Sector,Sri Lanka,Asia-Pacific,Nuclear,Other countries,MW,2019,0,0,0,,1,2020
Oil,Sector,Sri Lanka,Asia-Pacific,Oil,Other countries,MW,2019,1282,1.282,1282,,1,2020
Hydroelectric,Sector,Sri Lanka,Asia-Pacific,Hydroelectric,Other countries,MW,2019,410,0.41,410,,1,2020
Solar,Sector,Sri Lanka,Asia-Pacific,Solar,Other countries,MW,2019,304,0.304,304,,1,2020
Wind,Sector,Sri Lanka,Asia-Pacific,Wind,Other countries,MW,2019,133,0.133,133,,1,2020
Biomass,Sector,Sri Lanka,Asia-Pacific,Biomass,Other countries,GWh,2020,,0.099846,99.846,99.846,1,2021
Coal,Sector,Sri Lanka,Asia-Pacific,Coal,Other countries,GWh,2020,,6.36497,6364.97,6364.97,1,2021
Hydroelectric,Sector,Sri Lanka,Asia-Pacific,Hydroelectric,Other countries,GWh,2020,,3.911,3911,3911,1,2021
Natural Gas,Sector,Sri Lanka,Asia-Pacific,Natural Gas,Other countries,GWh,2020,,0,0,0,1,2021
Nuclear,Sector,Sri Lanka,Asia-Pacific,Nuclear,Other countries,GWh,2020,,0,0,0,1,2021
Oil,Sector,Sri Lanka,Asia-Pacific,Oil,Other countries,GWh,2020,,4.232032,4232.032,4232.032,1,2021
Hydroelectric,Sector,Sri Lanka,Asia-Pacific,Hydroelectric,Other countries,GWh,2020,,1.047,1047,1047,1,2021
Solar,Sector,Sri Lanka,Asia-Pacific,Solar,Other countries,GWh,2020,,0.117977,117.977,117.977,1,2021
Wind,Sector,Sri Lanka,Asia-Pacific,Wind,Other countries,GWh,2020,,0.332114,332.114,332.114,1,2021
Biomass,Sector,Sri Lanka,Asia-Pacific,Biomass,Other countries,MW,2020,50.09,0.05009,50.09,,1,2021
Coal,Sector,Sri Lanka,Asia-Pacific,Coal,Other countries,MW,2020,900,0.9,900,,1,2021
Hydroelectric,Sector,Sri Lanka,Asia-Pacific,Hydroelectric,Other countries,MW,2020,1383,1.383,1383,,1,2021
Natural Gas,Sector,Sri Lanka,Asia-Pacific,Natural Gas,Other countries,MW,2020,0,0,0,,1,2021
Nuclear,Sector,Sri Lanka,Asia-Pacific,Nuclear,Other countries,MW,2020,0,0,0,,1,2021
Oil,Sector,Sri Lanka,Asia-Pacific,Oil,Other countries,MW,2020,1268,1.268,1268,,1,2021
Hydroelectric,Sector,Sri Lanka,Asia-Pacific,Hydroelectric,Other countries,MW,2020,410,0.41,410,,1,2021
Solar,Sector,Sri Lanka,Asia-Pacific,Solar,Other countries,MW,2020,327,0.327,327,,1,2021
Wind,Sector,Sri Lanka,Asia-Pacific,Wind,Other countries,MW,2020,237,0.237,237,,1,2021
Biomass,Sector,Sri Lanka,Asia-Pacific,Biomass,Other countries,GWh,2021,,0.1214,121.4,121.4,1,2022
Coal,Sector,Sri Lanka,Asia-Pacific,Coal,Other countries,GWh,2021,,5.8603,5860.3,5860.3,1,2022
Hydroelectric,Sector,Sri Lanka,Asia-Pacific,Hydroelectric,Other countries,GWh,2021,,4.2469,4246.9,4246.9,1,2022
Natural Gas,Sector,Sri Lanka,Asia-Pacific,Natural Gas,Other countries,GWh,2021,,0,0,0,1,2022
Nuclear,Sector,Sri Lanka,Asia-Pacific,Nuclear,Other countries,GWh,2021,,0,0,0,1,2022
Oil,Sector,Sri Lanka,Asia-Pacific,Oil,Other countries,GWh,2021,,4.1767,4176.7,4176.7,1,2022
Hydroelectric,Sector,Sri Lanka,Asia-Pacific,Hydroelectric,Other countries,GWh,2021,,1.116,1116,1116,1,2022
Solar,Sector,Sri Lanka,Asia-Pacific,Solar,Other countries,GWh,2021,,0.1312,131.2,131.2,1,2022
Wind,Sector,Sri Lanka,Asia-Pacific,Wind,Other countries,GWh,2021,,0.5112,511.2,511.2,1,2022
Biomass,Sector,Sri Lanka,Asia-Pacific,Biomass,Other countries,MW,2021,50,0.05,50,,1,2022
Coal,Sector,Sri Lanka,Asia-Pacific,Coal,Other countries,MW,2021,900,0.9,900,,1,2022
Hydroelectric,Sector,Sri Lanka,Asia-Pacific,Hydroelectric,Other countries,MW,2021,1383,1.383,1383,,1,2022
Natural Gas,Sector,Sri Lanka,Asia-Pacific,Natural Gas,Other countries,MW,2021,0,0,0,,1,2022
Nuclear,Sector,Sri Lanka,Asia-Pacific,Nuclear,Other countries,MW,2021,0,0,0,,1,2022
Oil,Sector,Sri Lanka,Asia-Pacific,Oil,Other countries,MW,2021,1200,1.2,1200,,1,2022
Hydroelectric,Sector,Sri Lanka,Asia-Pacific,Hydroelectric,Other countries,MW,2021,411,0.411,411,,1,2022
Solar,Sector,Sri Lanka,Asia-Pacific,Solar,Other countries,MW,2021,327,0.327,327,,1,2022
Wind,Sector,Sri Lanka,Asia-Pacific,Wind,Other countries,MW,2021,237,0.237,237,,1,2022
Biomass,Sector,United Arab Emirates,Middle East & Africa,Biomass,Other countries,GWh,2010,,0,0,0,1,2011
Coal,Sector,United Arab Emirates,Middle East & Africa,Coal,Other countries,GWh,2010,,0,0,0,1,2011
Hydroelectric,Sector,United Arab Emirates,Middle East & Africa,Hydroelectric,Other countries,GWh,2010,,0,0,0,1,2011
Natural Gas,Sector,United Arab Emirates,Middle East & Africa,Natural Gas,Other countries,GWh,2010,,92.4859,92485.9,92485.9,1,2011
